"","Company","Address","Lat","Long"
"593","GAUDEO-IK v/Joan Campbell-Tofte","Adolphsvej 10, 2820 Gentofte",12.555545,55.747611
"594","Biolytics Pharma","Henrik Thomsens Vej 26, 3460 Birkerød",12.421409,55.844375
"595","Pharmatronics","Gladsaxe Møllevej 96, 2860 Søborg",12.472619,55.744394
"596","Pfizer Inc","Lautrupvang 8, 2750 Ballerup",12.390757,55.729276
"597","EIT Health Scandinavian CLC","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"598","bluebird bio (Netherlands) B.V.","Midtermolen 1 2 tv, 2100 København Ø",12.5969,55.696227
"599","Nordiskt Genresurscenter","Forsøgsvej 1, 4200 Slagelse",11.391328,55.325344
"600","Ares Genetics GmbH","Nyløkkevej 34, 8340 Malling",10.1968,56.043653
"601","Innova","Borgmestervangen 10, 2200 KBH N",12.540004,55.701357
"602","TychoBio IVS","H.P. Ørums Gade 23 st, 2100 København Ø",NA,NA
"603","Copentest","Willy Brandts Vej 5 3 th, 2450 København SV",12.561862,55.657512
"604","Scientific Innovation Management","Valdemarsvej 10, 2960 Rungsted Kyst",12.521343,55.886746
"605","Ultivue EMEA SRL","Kalkbrænderiløbskaj 6, 2100 København Ø",12.591697,55.71346
"606","Oxford Immunotec Limited","Knud Højgaards Vej 9, 2860 Søborg",12.473623,55.732511
"607","Timeline Bioresearch AB","Midtermolen 1 2 tv, 2100 København Ø",12.5969,55.696227
"608","Olink Proteomics AB","Fuglevadsvej 21 A, 2800 Kongens Lyngby",12.5001367,55.7815224
"609","ProScion ApS","Herlev Hovedgade 205, 2730 Herlev",12.418955,55.725285
"610","Perfect Stevia ApS","Agro Food Park 13, 8200 Aarhus N",10.158244,56.201091
"611","Dansk Bioindustri ApS","Søren Frichs Vej 38 K, 8230 Åbyhøj",10.1660199,56.1501367
"612","BioGredient II ApS","Holmelundsvej 23, 8382 Hinnerup",10.086559,56.23899
"613","BiologyC","Paradisvænget 10, 2840 Holte",12.483066,55.828617
"614","FinnTech","Egneborgvej 5, 5600 Faaborg",10.380953,55.156371
"615","ResoTher Pharma ApS","Dronninggårds Alle 136, 2840 Holte",12.4716542,55.8124292
"616","DellaValle","Sønder Boulevard 22 1 th, 1720 København V",12.555365,55.668117
"617","Idun Genomics IVS","Rosmosevej 8, 3450 Allerød",12.378561,55.872853
"618","LJOS IVS","Skovvangsvej 17, 3670 Veksø Sjælland",12.239184,55.767872
"619","Larsen Capital Holding ApS","Skt. Lucas Kirkeplads 8, 8000 Aarhus C",NA,NA
"620","Diagnostic Designs IVS","Gammel Holtevej 108 C, 2840 Holte",12.5020446,55.8394064
"621","Bio Investment APS","Kløvermarken 7, 2680 Solrød Strand",12.217702,55.538533
"622","Sundew ApS","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"623","rabøl research v/Helle Rabøl Hansen","Margretheholmsvej 34 4 tv, 1432 København K",12.614942,55.68438
"624","MFStat","Høgemosevej 19 A, 8380 Trige",10.1455208,56.2424119
"625","Oncostress Therapeutics IVS","Messinavej 11 1, 2300 København S",12.621583,55.659988
"626","GaiaZin","Tvedevej 71, 8983 Gjerlev J",10.149238,56.555049
"627","Toft IFO","Agertoften 20, 2820 Gentofte",12.51143,55.746044
"628","Antibody Technologies","Wienerbyen 14, 2830 Virum",12.48293,55.792669
"629","Karby Invest 2018 ApS","Næssundvej 436, 7960 Karby",8.566374,56.753379
"630","Astra Biotech","Strandboulevarden 66 5 th, 2100 København Ø",12.5883,55.703301
"631","OH Stat","Stefansgade 15 4 th, 2200 København N",12.544117,55.69554
"632","eyevi IVS","Jyllingevej 58 4 th, 2720 Vanløse",12.483526,55.691899
"633","JWSEN","Pilevangsdal 1 A, 2630 Taastrup",12.2565171,55.6661556
"634","Otzen Consultancy","Minthøjvej 1, 8210 Aarhus V",10.170099,56.168358
"635","Inscripta Inc.","Tagensvej 22, 2200 København N",12.556568,55.698403
"636","Chip Diagnostics ApS","Borupvang 3, 2750 Ballerup",12.383222,55.73255
"637","Pain Consulting /v Kristian Kjær Petersen","Hørsholmvej 33, 9270 Klarup",10.050815,57.007364
"638","TangGro","Højbyvej 15 A, 4500 Nykøbing Sj",10.434485,55.331067
"639","Ponics Systems Danmark","Askevej 28, 3300 Frederiksværk",12.03797,55.949797
"640","MN Biotech Consulting","Harevænget 31, 2791 Dragør",12.638704,55.589904
"641","Pharma Lab CRO ApS","Søbyvej 11, 2650 Hvidovre",12.492458,55.629686
"642","PMomics","Skrænten 9, 9520 Skørping",9.894241,56.841393
"643","UNION therapeutics Research Services ApS","Tuborg Havnevej 18, 2900 Hellerup",12.582479,55.72647
"644","Symic OA ApS","Herlev Hovedgade 205, 2730 Herlev",12.418955,55.725285
"645","Marie Skovgaard Consulting","Frederiksberg Bredegade 3 C 4, 2000 Frederiksberg",12.5291297,55.6784562
"646","MAFJ Consult","Annexgårdsparken 51, 3500 Værløse",12.318114,55.786137
"647","Compass Beauty Denmark ApS","Jernbanegade 16, 4000 Roskilde",12.084907,55.638241
"648","Oncotarget Consulting","Gammel Kalkbrænderi Vej 58 4, 2100 København Ø",12.58968,55.704414
"649","iobio","Hellebækgade 15 st, 2200 København N",12.542726,55.690888
"650","Dragonfly Therapeutics CPH ApS","Baltorpvej 154, 2750 Ballerup",12.345387,55.729492
"651","Nykjaer Consult","Skolevangs Allé 1, 8240 Risskov",10.222352,56.194095
"652","BioClinica ApS","Axeltorv 2, 1609 København V",12.565704,55.675515
"653","EntoMass Development ApS","Løkkensvej 696, 9480 Løkken",9.819518,57.417963
"654","Vicore Pharma AB","Lyskær 3 C 1, 2730 Herlev",12.4340347,55.7136483
"655","L-P Haahr","Skovbakken 24, 3520 Farum",12.39382,55.807896
"656","HAPPYDIAMOND","Bollervej 82, 8700 Horsens",9.887731,55.835468
"657","Neumirna Therapeutics ApS","A.C. Meyers Vænge 15, 2450 København SV",NA,NA
"658","Sjoestroem","Bredgade 56 5, 1260 København K",12.591303,55.685336
"659","ReGold ApS","Gl. Møllevej 58, 9640 Farsø",9.197193,56.820982
"660","Faupnir Holding ApS","Korshøjen 83, 8240 Risskov",10.219746,56.201457
"661","CILcare ApS","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"662","EO Assay Consult","Pilehøjvej 26, 2750 Ballerup",12.39011,55.751585
"663","BP Life Science &amp; BioPharmaceutical Consulting","Røsnæsvej 84, 4400 Kalundborg",11.042258,55.697282
"664","Kesmalea Therapeutics ApS","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"665","ARTSMedia Denmark ApS","Kongevejen 149, 2830 Virum",12.484374,55.79275
"666","Cannabis Pharm ApS","Haldsømindevej 6, 8960 Randers SØ",10.168126,56.427134
"667","FreeOfStrain ApS","Gøgevang 40, 2970 Hørsholm",12.511692,55.87539
"668","TideDisc Biotech ApS","Vardegade 2 3 tv, 2100 København Ø",12.587271,55.707074
"669","Duvold Consulting v/Tore Duvold","Drogdensvej 20, 2791 Dragør",12.670674,55.59086
"670","Sokol Biotech Consult","Borgmestervej 63, 8700 Horsens",9.829784,55.879297
"671","Cewatech DK ApS","Boserupvej 3, 3520 Farum",12.392276,55.806992
"672","Enara Bio Limited","Lyskær 3 C st, 2730 Herlev",12.4340347,55.7136483
"673","Invitreo Biosciences ApS","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"674","Dania Therapeutics ApS","Sundvænget 36, 2900 Hellerup",12.583953,55.741768
"675","Økologisk Komplementarselskab ApS","Agro Food Park 15, 8200 Aarhus N",10.159083,56.200064
"676","Innovationscenter for Økologisk Landbrug P/S","Agro Food Park 15, 8200 Aarhus N",10.159083,56.200064
"677","Clear Creek Consulting","Overmarken 60, 7000 Fredericia",9.633184,55.520723
"678","Alcolase ApS","Hesseløgade 56 1 117, 2100 København Ø",12.570145,55.712488
"679","svp","Schleppegrellsgade 45, 9000 Aalborg",9.901068,57.05307
"680","Bioomix ApS","Buchwaldsgade 15 1 tv, 5000 Odense C",10.386419,55.406267
"681","EvodiaBio ApS","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"682","Zafirakos Clinical Research","Strandtoften 13, 2680 Solrød Strand",12.217273,55.522112
"683","River Stone Biotech ISG ApS","Fruebjergvej 3, 2100 København Ø",12.549398,55.715679
"684","Stimuliver ApS","Ole Maaløes Vej 3 3, 2200 København N",12.556294,55.69883
"685","Sanus Proteins I/S","Strandboulevarden 66 3 tv, 2100 København Ø",12.5883,55.703301
"686","HEI Therapeutics ApS","Ole Maaløes Vej 3 3, 2200 København N",12.556294,55.69883
"687","Commit Biologics ApS","Bakkelyparken 3 B, 8680 Ry",9.766907,56.0852537
"688","Scibiome ApS","Clacksvej 6, 2840 Holte",12.451195,55.807637
"689","Infectio","Skæring Sandager 52, 8250 Egå",10.307156,56.231479
"690","iNotify ApS","Ole Maaløes Vej 3, 2200 København N",12.556294,55.69883
"691","Orbis Medicines ApS","Stærmosevej 12, 7120 Vejle Øst",9.59713,55.716288
"692","Genecis Bioindustries ApS","Store Kongensgade 40 H 2, 1264 København K",12.586699,55.682861
"693","IMCOR ApS","Søtoften 27, 8250 Egå",10.287104,56.214091
"694","BettaSensing ApS","Vestervang 5 st 501, 8000 Aarhus C",11.885221,54.67788
"695","RoslevConsulting","Buskelundtoften 17, 8600 Silkeborg",9.507329,56.183016
